id,title,genre,Imdb Link,Poster,IMDB Score
75370,Posse (1993),Western,http://www.imdb.com/title/tt23694,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEwODU3MDI1OF5BMl5BanBnXkFtZTgwODY4NzYwMjE@._V1._CR81.88333129882812,101.53334045410156,1038,1572.249984741211_UX182_CR0,0,182,268_AL_.jpg",6.4
75395,Frozen (2010),Drama|Horror|Thriller,http://www.imdb.com/title/tt60841,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMDY0NTEwMl5BMl5BanBnXkFtZTcwOTMzMzgxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",6.7
75803,Our Family Wedding (2010),Comedy,http://www.imdb.com/title/tt36027,"https://images-na.ssl-images-amazon.com/images/M/MV5BZjQzMzliN2YtYTVhNC00Zjc4LThjMmYtMTE0ZGUzMWNmYzJlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",7.2
75805,"Bounty Hunter, The (2010)",Action|Comedy|Romance,http://www.imdb.com/title/tt102035,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwODI1Mzk1M15BMl5BanBnXkFtZTcwOTg0Nzg0MQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",7.2
75813,Leaves of Grass (2009),Comedy|Crime|Drama|Thriller,http://www.imdb.com/title/tt66518,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyOTMwNjkwN15BMl5BanBnXkFtZTcwOTc1Nzg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",6.6
75947,Mondo Cane (1962),Documentary,http://www.imdb.com/title/tt65580,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzEwZWE3MGYtZDYzZi00MmFhLWE2ODktYWRlMGU1MGQzNjc5XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",6
75985,Repo Men (2010),Action|Sci-Fi|Thriller,http://www.imdb.com/title/tt68364,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmRjMDYxYmEtZmI3Yy00ZTljLWJiYTMtNDRjODgxNjhhNzk4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",5.5
76030,Case 39 (2009),Horror|Thriller,http://www.imdb.com/title/tt61791,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3MDI1ODIwNV5BMl5BanBnXkFtZTcwNjk0ODE0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",7.3
76054,Oceans (Océans) (2009),Documentary|Drama,http://www.imdb.com/title/tt70518,"https://images-na.ssl-images-amazon.com/images/M/MV5BYmU4MmMyMjYtMWJiYi00NTYyLWIzNjgtNTQ2Yjc2MzI0MDlhXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UY268_CR4,0,182,268_AL_.jpg",7.4
76060,"Slammin' Salmon, The (2009)",Comedy,http://www.imdb.com/title/tt51849,"https://images-na.ssl-images-amazon.com/images/M/MV5BMDhmNTc2YzgtYmE3Ni00ZGRhLTkwYmUtNzdiZTZjMDMwMzdmXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX182_CR0,0,182,268_AL_.jpg",6.5
76077,Hot Tub Time Machine (2010),Comedy|Sci-Fi,http://www.imdb.com/title/tt58700,"https://images-na.ssl-images-amazon.com/images/M/MV5BODA0MzRhYWMtMGUxYi00NmQyLWEyOWYtMGI4NjM3ZDE5NTEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",6.9
76079,Chloe (2009),Drama|Thriller,http://www.imdb.com/title/tt73756,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDE3OWZmMDYtMmJhZi00M2I1LTgzNmUtNTYyYmRkOWU5NGZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",7.1
76093,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,http://www.imdb.com/title/tt73623,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWJkZWMxYjUtNTI1OC00MGM1LWI4MDQtOGYwOTljMGE3OTE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",6.4
76130,Universal Soldier: Regeneration (2009),Action|Drama|Sci-Fi|Thriller,http://www.imdb.com/title/tt67140,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGZmNTNjYzAtNmI2ZC00YzNlLTkyYWEtNmRkMWFjNjA2MTI0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",7.7
76173,Micmacs (Micmacs à tire-larigot) (2009),Comedy|Crime,http://www.imdb.com/title/tt71249,"https://images-na.ssl-images-amazon.com/images/M/MV5BYmY2ZmUzMDMtZmZlYy00YmU5LWFiYjUtZmExNzRkODdkYWQyXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg",7.5
76175,Clash of the Titans (2010),Action|Adventure|Drama|Fantasy,http://www.imdb.com/title/tt56412,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzFlODE3MTctZDgzYi00Y2Q4LThmMTItZmU1MjdmMDczOTg1XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg",7.6
76210,Defendor (2009),Comedy|Crime|Drama,http://www.imdb.com/title/tt65446,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMjkwNjE0Ml5BMl5BanBnXkFtZTgwOTU5ODIyMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",7.3
76251,Kick-Ass (2010),Action|Comedy,http://www.imdb.com/title/tt68786,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzM1Y2RmMWEtODhiYy00ZjkyLThjY2EtMjkyNTk0MTEyMTg4XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg",6.8
76272,Five Minutes of Heaven (2009),Crime|Drama|Thriller,http://www.imdb.com/title/tt72913,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5NTA3NzAwOF5BMl5BanBnXkFtZTcwNTIxMTcyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",7.6
76293,Date Night (2010),Action|Comedy|Romance,http://www.imdb.com/title/tt65738,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzBiMTlmYmYtMzZjOS00YWI0LTgxMDItZmU5OTMwYmQwMWU0L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",6.9
76298,"Pit and the Pendulum, The (1991)",Horror,http://www.imdb.com/title/tt57128,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0MzI1NDE2N15BMl5BanBnXkFtZTgwNTYwNjAxNzE@._V1_UX182_CR0,0,182,268_AL_.jpg",6.8
76317,After.Life (2009),Drama|Horror|Thriller,http://www.imdb.com/title/tt192023,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyOTI0NDU4Ml5BMl5BanBnXkFtZTcwMzgwMTUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",6.5
76743,Mortadelo & Filemon: The Big Adventure (La gran aventura de Mortadelo y Filemón) (2003),Action|Adventure|Comedy,http://www.imdb.com/title/tt57078,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNzA3Njc3N15BMl5BanBnXkFtZTcwNjY3MDgyMQ@@._V1._CR2,20,305,426_UY268_CR5,0,182,268_AL_.jpg",6.9
76873,Angel of Death (2009),Action|Crime|Thriller,http://www.imdb.com/title/tt17668,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjUwNDA0NDIyMV5BMl5BanBnXkFtZTgwODU1MTA5MTE@._V1_UY268_CR7,0,182,268_AL_.jpg",7.7
77201,Valhalla Rising (2009),Action|Drama|War,http://www.imdb.com/title/tt170544,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5MjU2MTg4NF5BMl5BanBnXkFtZTcwMjc1NzAwMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",7.3
77233,"Union: The Business Behind Getting High, The (2007)",Comedy|Documentary,http://www.imdb.com/title/tt52847,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4ODQzMjgxNl5BMl5BanBnXkFtZTgwOTQzMTkwMzE@._V1_UX182_CR0,0,182,268_AL_.jpg",6.7
77238,Decision Before Dawn (1951),Drama|War,http://www.imdb.com/title/tt63808,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3ODYyMDQ4M15BMl5BanBnXkFtZTcwODU0ODYzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",6.1
77240,I Am Love (Io sono l'amore) (2009),Drama|Romance,http://www.imdb.com/title/tt102116,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0MTAxNjYwM15BMl5BanBnXkFtZTcwMDY4MjI0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",7.2
77264,Ballet Shoes (2007),Children|Drama,http://www.imdb.com/title/tt40979,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzgwZDcyMGQtMzdlYy00NjQ1LWI2M2EtZTQxZDVmNWMwZDU1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",7.8
77303,American Virgin (2009),Comedy,http://www.imdb.com/title/tt75936,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTdjNWYyMGUtNzQ4Yy00Mzg1LWI1MmUtMWZiYTAyYThiYTlmL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",7.2
77326,"Beast, The (La bête) (1975)",Drama|Fantasy|Horror|Mystery|Romance,http://www.imdb.com/title/tt72869,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzhjNzZiOTgtZGI0My00MDgxLWIzNGEtZjIxMjM5ODRlMzlmXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg",4.7
77328,Red Riding: 1974 (2009),Crime|Drama|Mystery|Thriller,http://www.imdb.com/title/tt68341,"https://images-na.ssl-images-amazon.com/images/M/MV5BOTQzOWQ2MjgtNDRhMC00NzMyLWE0ODItYjRiNWZjNGZkODdhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX182_CR0,0,182,268_AL_.jpg",6.6
77364,"Losers, The (2010)",Action|Adventure|Drama|Mystery|Thriller,http://www.imdb.com/title/tt76637,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5MDIxMTkwNV5BMl5BanBnXkFtZTcwNDgyMTM4NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",7
77414,"Last Song, The (2010)",Drama|Romance,http://www.imdb.com/title/tt41699,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWQ2M2YwMGYtNzhiZi00Y2U2LTllNDktMDQzNjQ1YzE3ZjZlXkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_UY268_CR6,0,182,268_AL_.jpg",7.9
77421,Cyrus (2010),Comedy|Drama|Romance,http://www.imdb.com/title/tt51808,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTQyZjU4NzAtNWJiMS00MzlhLTgwZGItYzg5OGU4OTQ5ZjQ3L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR8,0,182,268_AL_.jpg",8.1
77427,"Human Centipede, The (First Sequence) (2009)",Horror,http://www.imdb.com/title/tt57565,"https://images-na.ssl-images-amazon.com/images/M/MV5BZGQ1NWZlYjctNDJmOS00MmU2LTg1ODItNmZiM2ZkNzJhNDI0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR3,0,182,268_AL_.jpg",8.4
77455,Exit Through the Gift Shop (2010),Comedy|Documentary,http://www.imdb.com/title/tt87193,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3NTU1ODUwNl5BMl5BanBnXkFtZTcwNTkyMDkxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",7.6
77517,Tobruk (1967),Drama|War,http://www.imdb.com/title/tt105121,"https://images-na.ssl-images-amazon.com/images/M/MV5BNGQ4OTI4NmUtZDI1Mi00NTA2LWFlY2YtYWVmNjgzYmFmZjIyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",6.3
77561,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX,http://www.imdb.com/title/tt104954,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwODA5OTc3NV5BMl5BanBnXkFtZTcwMjI3OTYyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",5.6
77596,Lebanon (2009),Drama|War,http://www.imdb.com/title/tt235327,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NjM1NjM0OV5BMl5BanBnXkFtZTcwMjUxMDgyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",7.8
77629,Reindeerspotting - Pako joulumaasta (2010),Documentary,http://www.imdb.com/title/tt38777,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyODczNDI1Ml5BMl5BanBnXkFtZTgwMjAwMjM4MTE@._V1_UX182_CR0,0,182,268_AL_.jpg",7.1
77658,Cosmos (1980),Documentary,http://www.imdb.com/title/tt86637,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2Njk0Nzk4MV5BMl5BanBnXkFtZTcwMDM4NDMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",7.8
77665,Marmaduke (2010),Comedy,http://www.imdb.com/title/tt74147,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2IyMzdkYmYtNDg5NC00NGJiLTk3YWUtYWFhYTA1ZjM0OTMwXkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_UX182_CR0,0,182,268_AL_.jpg",7.7
77667,MacGruber (2010),Action|Comedy,http://www.imdb.com/title/tt63611,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5NzIwMzA0NV5BMl5BanBnXkFtZTYwMjU5NDE5._V1._CR0,50,258,424_UX182_CR0,0,182,268_AL_.jpg",8.1
77780,Virtuality (2009),Drama|Sci-Fi|Thriller,http://www.imdb.com/title/tt57611,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzUwZDJiMmUtNjE2OC00MDEzLWJmNWMtZGI4YzllOWE0ODBhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR4,0,182,268_AL_.jpg",8
77788,"Good Heart, The (2009)",Drama,http://www.imdb.com/title/tt57358,"https://images-na.ssl-images-amazon.com/images/M/MV5BYWU4ODVhNGYtMWQ0Ny00YTZjLWFlZTYtNmY0ZTU1MTYyMDg0XkEyXkFqcGdeQXVyNDc5MzE4NjQ@._V1_UY268_CR3,0,182,268_AL_.jpg",8.1
77795,Cargo (2009),Sci-Fi,http://www.imdb.com/title/tt55499,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNTI4MDYxOV5BMl5BanBnXkFtZTgwMzI5MDkwMzE@._V1._CR1,44,338,454_UY268_CR9,0,182,268_AL_.jpg",8.1
77798,"Nightmare on Elm Street, A (2010)",Fantasy|Horror|Thriller,http://www.imdb.com/title/tt51365,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzNjcwNDkxNF5BMl5BanBnXkFtZTcwNTM2NzY5Mw@@._V1_UY268_CR4,0,182,268_AL_.jpg",7.8
77800,Four Lions (2010),Comedy|Drama,http://www.imdb.com/title/tt48641,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNjQzNTA3NF5BMl5BanBnXkFtZTcwMzE4MzUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",7.9
77833,Armadillo (2010),Documentary|Drama,http://www.imdb.com/title/tt46345,"https://images-na.ssl-images-amazon.com/images/M/MV5BZWM5MmZhZTUtMzk4NS00ZDI0LWIzZWUtZmVkMTlkYjZjZGFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR4,0,182,268_AL_.jpg",7.6
77843,"Disappearance of Alice Creed, The (2009)",Thriller,http://www.imdb.com/title/tt38669,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzY0MGUzM2MtNGE0ZS00NDIxLThkNjEtMjJkNThmMGU0OTQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",7.9
77846,12 Angry Men (1997),Crime|Drama,http://www.imdb.com/title/tt58404,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTJiMDAyNzctMTBhYi00OTQ4LWEyNGMtYzI5M2MzNDA0YjgwXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg",7.8
77854,"Work of Director Michel Gondry, The (2003)",Comedy|Documentary,http://www.imdb.com/title/tt55998,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmYxZDQzYTMtYmZhMi00ZjgwLTkxZDctNWE4OTc5MDc2ZmFlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",7.3
77866,Robin Hood (2010),Action|Adventure|Drama|Romance|War,http://www.imdb.com/title/tt62185,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDNiMDA1YWQtZmI0NC00ODEwLTg5NDctOThjN2IyZGZlNWNlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",7
77910,American Gothic (1988),Horror,http://www.imdb.com/title/tt88322,"https://images-na.ssl-images-amazon.com/images/M/MV5BZTI1NGVhMWMtMDI5MS00ZjkwLTllZmEtNmIyMTc4ODFmNTAzXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg",7.1
78032,Dread (2009),Horror,http://www.imdb.com/title/tt80140,"https://images-na.ssl-images-amazon.com/images/M/MV5BOGI2NGQzZjktZjBmOC00YWYyLWIwMmYtOWIyNDJmZDJhZGY5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",7.2
78034,Cemetery Junction (2010),Comedy|Drama|Romance,http://www.imdb.com/title/tt73918,"https://images-na.ssl-images-amazon.com/images/M/MV5BODcyMjI4NTM2OV5BMl5BanBnXkFtZTYwOTc0Mjk4._V1_UX182_CR0,0,182,268_AL_.jpg",7.3
78039,Blue Valentine (2010),Drama|Romance,http://www.imdb.com/title/tt118705,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MTc5ODEwNF5BMl5BanBnXkFtZTcwMzkxNDMyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",7.1
78041,Killers (2010),Action|Comedy,http://www.imdb.com/title/tt100260,"https://images-na.ssl-images-amazon.com/images/M/MV5BNDNmM2FmNTctZTdjZS00ZWMxLTk4MDMtMTUwNGZjNGUwMzFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",6.5
78088,Buried (2010),Mystery|Thriller,http://www.imdb.com/title/tt75651,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmZkZDc1NTItMmQ4OS00NjM5LWIxOTMtNDUxODFiZmVhNzZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",6.3
78105,Prince of Persia: The Sands of Time (2010),Action|Adventure|Fantasy|Romance|IMAX,http://www.imdb.com/title/tt71275,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMzg2NDA4M15BMl5BanBnXkFtZTcwOTU4ODIzMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",7.6
78128,True Legend (Su Qi-Er) (2010),Action|Drama,http://www.imdb.com/title/tt69048,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyMjA3Nzc0OV5BMl5BanBnXkFtZTcwMjIyNDMzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",6
78160,Ricky Gervais Live: Animals (2003),Comedy,http://www.imdb.com/title/tt65481,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNTQyOTE4NF5BMl5BanBnXkFtZTcwMDQyNDYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",5.6
78162,Ricky Gervais Live 2: Politics (2004),Comedy,http://www.imdb.com/title/tt62395,"https://images-na.ssl-images-amazon.com/images/M/MV5BNmI4NzQ5OGYtNDY0OS00Y2RkLWI0NzQtM2VlNjllZmE3YzE2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY268_CR2,0,182,268_AL_.jpg",6.1
78174,Sex and the City 2 (2010),Comedy|Drama|Romance,http://www.imdb.com/title/tt209077,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDU4ZTVjMmMtYmY2My00YmQxLTliODItYWVlMzFlMWYwZjg3XkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_UX182_CR0,0,182,268_AL_.jpg",5.9
78209,Get Him to the Greek (2010),Comedy,http://www.imdb.com/title/tt64689,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA5MTExMTAwNjReQTJeQWpwZ15BbWU3MDg1MjcwNDE@._V1_UY268_CR4,0,182,268_AL_.jpg",8.1
78218,Unthinkable (2010),Drama|Thriller,http://www.imdb.com/title/tt75784,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNjg0MzQyM15BMl5BanBnXkFtZTcwMjY0NjAzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",7.4
78264,"Back-up Plan, The (2010)",Comedy|Romance,http://www.imdb.com/title/tt338564,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWJmNzNmYjctMGM5OS00NGIwLTkxOTktNGI4MTdlNTk4MjgwXkEyXkFqcGdeQXVyMjQ1NjEyNzE@._V1_UX182_CR0,0,182,268_AL_.jpg",8.1
78266,Splice (2009),Horror|Sci-Fi|Thriller,http://www.imdb.com/title/tt365376,"https://images-na.ssl-images-amazon.com/images/M/MV5BZDc2ZmYzMzEtZDA2My00MDViLTkwYzAtNjZjYmFiZjVkYzcxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR2,0,182,268_AL_.jpg",7.3
78316,Letters to Juliet (2010),Drama|Romance,http://www.imdb.com/title/tt87003,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwMDQ4MjMwNF5BMl5BanBnXkFtZTcwNTM4OTYwNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",7.5
78467,Jonah Hex (2010),Action|Drama|Thriller|Western,http://www.imdb.com/title/tt91083,"https://images-na.ssl-images-amazon.com/images/M/MV5BYjc3ZjQ4YWQtNGFlOS00YmZiLTllZDctYTM3MDNmMTY4N2VjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",6.8
78469,"A-Team, The (2010)",Action|Comedy|Thriller,http://www.imdb.com/title/tt129634,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzODYyMTc1OF5BMl5BanBnXkFtZTYwNzQ2MTk5._V1_UX182_CR0,0,182,268_AL_.jpg",6.6
78499,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,http://www.imdb.com/title/tt102800,"https://images-na.ssl-images-amazon.com/images/M/MV5BMGVmNjRiMTYtNDlmNC00ZTk0LWI4ZjMtMGEzMGYwMDhiOGMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",5.3
78544,Ricky Gervais Live 3: Fame (2007),Comedy,http://www.imdb.com/title/tt92906,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4YWZiMDMtZTYzYi00N2EzLTk0NDctZGE1YWZjNjM1N2I1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR3,0,182,268_AL_.jpg",6.4
78574,Winter's Bone (2010),Drama|Thriller,http://www.imdb.com/title/tt120199,"https://images-na.ssl-images-amazon.com/images/M/MV5BODEzMzcwMjk0MF5BMl5BanBnXkFtZTcwNTI0NzAwMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",5.2
78612,Mandingo (1975),Action|Romance,http://www.imdb.com/title/tt95756,"https://images-na.ssl-images-amazon.com/images/M/MV5BZmNlOTk0OGUtNTQzYS00MWVkLWJiZjgtMjE4NzQ2NWJiZDFjXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_UX182_CR0,0,182,268_AL_.jpg",4.5
78618,"Bad Girls (Biches, Les) (1968)",Drama|Mystery,http://www.imdb.com/title/tt79813,"https://images-na.ssl-images-amazon.com/images/M/MV5BYTk4NTBlODMtOWRjZi00MjAyLWE0YmQtNGU5Yjk3NzgyNmM2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY268_CR1,0,182,268_AL_.jpg",6.8
78637,Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,http://www.imdb.com/title/tt72856,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTQ3OTA3ODc4NV5BMl5BanBnXkFtZTYwMjM3NDg4._V1._CR4,1,275,438_UX182_CR0,0,182,268_AL_.jpg",6.2
78729,24: Redemption (2008),Action|Adventure|Crime|Drama|Thriller,http://www.imdb.com/title/tt71338,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzY2MDYwOGUtNDM0Ny00NDc5LWE0Y2ItNDQzOTMzMTU5MzE0XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg",7.3
78759,"Special Relationship, The (2010)",Drama,http://www.imdb.com/title/tt52655,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwOTYwOTI3OF5BMl5BanBnXkFtZTcwNDQ3NDcyNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",6.8
78772,"Twilight Saga: Eclipse, The (2010)",Fantasy|Romance|Thriller|IMAX,http://www.imdb.com/title/tt56368,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzM5MzU0Ml5BMl5BanBnXkFtZTgwNDEwMzkwMzE@._V1_UX182_CR0,0,182,268_AL_.jpg",6.6
78774,Solitary Man (2009),Comedy|Drama,http://www.imdb.com/title/tt61189,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzU5MDgyMjU4Nl5BMl5BanBnXkFtZTcwNzE4OTEyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",5.7
78836,Enter the Void (2009),Drama,http://www.imdb.com/title/tt38343,"https://images-na.ssl-images-amazon.com/images/M/MV5BM2E2ZTEzZmMtNjliOS00MTFiLWIxZWUtNTNkODJmOTA0Mjc1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",6.9
78893,"Last Airbender, The (2010)",Action|Adventure|Fantasy,http://www.imdb.com/title/tt59792,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0MjA4MTk2OF5BMl5BanBnXkFtZTcwNDgwOTc2NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",6.3
79008,South Park: Imaginationland (2008),Animation|Comedy|Fantasy,http://www.imdb.com/title/tt105191,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4OTQzOTU2MV5BMl5BanBnXkFtZTcwMjE0NDUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",6.9
